Temperature (°C),pH,Dissolved O2 (mg/L),BOD (mg/L),Conductivity (µS/cm),Salinity (ppt),Nitrate-N Concentration (mg/L),Bioremediating Organism
23.2,6.89,7.11,2.82,253.6,3.84,13.69,Pseudomonas putida
26.1,7.79,7.89,8.99,582.48,0.61,20.03,Pseudomonas aeruginosa
25.64,8.33,9.97,13.46,660.82,0.31,22.54,Pseudomonas aeruginosa
23.2,7.97,6.61,11.19,102.67,0.83,10.43,Alcaligenes eutrophus
21.2,6.95,10.84,7.24,277.95,2.04,15.55,Bacillus cereus
20.36,8.39,5.59,10.15,597.6,0.96,13.78,Alcaligenes eutrophus
27.17,8.11,6.25,4.33,760.53,1.39,27.59,Pseudomonas aeruginosa
25.43,7.95,5.23,5.93,207.96,0.2,4.39,Alcaligenes eutrophus
27.83,7.23,10.7,5.23,257.97,4.68,14.18,Ideonella sakaiensis
26.04,7.05,7.8,9.28,758.16,0.73,27.53,Pseudomonas aeruginosa
26.73,7.27,10.99,5.4,327.06,0.84,2.52,Alcaligenes eutrophus
24.29,7.03,9.97,4.31,283.49,2.61,8.69,Bacillus cereus
22.8,6.62,11.75,4.92,148.5,3.97,12.73,Pseudomonas putida
23.58,8.89,6.57,9.52,658.43,0.23,6.76,Alcaligenes eutrophus
29.79,6.55,9.89,5.85,295.72,4.38,13.65,Ideonella sakaiensis
20.97,7.06,7.51,1.49,196.4,3.88,12.89,Pseudomonas putida
23.02,7.47,9.22,2.97,521.05,4.04,15.7,Ideonella sakaiensis
26.28,7.31,8.69,3.33,245.32,4.82,9.77,Ideonella sakaiensis
24.75,7.26,8.05,4.21,817.0,0.7,21.79,Acinetobacter baumannii
20.72,7.49,8.77,7.26,362.7,4.38,1.05,Ideonella sakaiensis
26.61,8.44,6.99,8.61,237.63,0.43,3.02,Alcaligenes eutrophus
23.48,6.52,6.93,5.8,259.73,2.22,15.99,Bacillus cereus
23.65,6.94,9.22,5.15,410.9,4.58,11.37,Ideonella sakaiensis
29.12,7.78,7.21,8.86,567.57,1.05,29.42,Pseudomonas aeruginosa
24.52,7.08,12.84,2.61,565.94,4.07,18.44,Ideonella sakaiensis
23.41,7.07,10.78,2.56,258.49,3.64,14.64,Pseudomonas putida
25.94,8.33,8.07,5.73,564.86,1.32,19.18,Pseudomonas aeruginosa
29.94,6.71,12.1,7.28,448.73,4.36,11.54,Ideonella sakaiensis
28.25,6.64,10.47,2.12,358.42,4.4,6.09,Ideonella sakaiensis
28.65,7.55,9.16,13.6,603.89,0.83,10.58,Alcaligenes eutrophus
20.61,7.76,7.79,3.38,406.9,2.69,21.43,Bacillus cereus
27.3,7.09,5.85,10.21,787.04,1.5,15.05,Pseudomonas aeruginosa
27.5,7.68,8.18,12.64,426.87,1.05,19.54,Pseudomonas aeruginosa
29.28,7.99,5.33,12.41,530.87,1.92,19.36,Pseudomonas aeruginosa
21.42,8.03,5.18,10.55,353.59,0.16,13.81,Alcaligenes eutrophus
29.85,7.3,6.47,12.25,628.78,1.55,21.89,Pseudomonas aeruginosa
25.19,8.81,5.94,14.39,502.77,0.34,22.76,Pseudomonas aeruginosa
21.95,6.6,7.95,3.51,348.25,3.85,13.23,Pseudomonas putida
22.2,6.68,11.37,8.37,429.03,4.98,9.6,Ideonella sakaiensis
26.14,8.01,6.48,9.93,721.65,0.22,28.2,Pseudomonas aeruginosa
21.04,6.1,9.18,1.33,378.32,3.76,13.97,Pseudomonas putida
24.93,8.78,9.3,5.78,593.53,0.08,3.83,Alcaligenes eutrophus
24.54,7.01,7.03,14.49,152.37,0.76,11.98,Alcaligenes eutrophus
24.51,7.13,10.11,4.31,362.9,4.1,15.29,Ideonella sakaiensis
20.98,7.25,6.74,3.46,404.58,2.26,15.51,Bacillus cereus
26.94,7.77,7.94,13.58,320.58,0.16,19.33,Pseudomonas aeruginosa
21.29,7.86,10.59,5.49,481.54,2.0,24.73,Bacillus cereus
27.02,6.59,12.7,6.95,958.29,0.34,16.91,Acinetobacter baumannii
26.97,7.36,13.41,4.94,629.13,1.5,25.17,Acinetobacter baumannii
20.34,6.88,6.53,6.19,295.04,2.08,10.31,Bacillus cereus
24.83,6.99,9.03,5.99,166.75,2.99,20.02,Bacillus cereus
28.22,7.07,7.1,11.52,648.86,0.98,14.61,Alcaligenes eutrophus
23.99,6.84,10.6,6.98,273.39,2.91,19.2,Bacillus cereus
24.49,7.28,7.02,8.36,165.89,2.88,9.65,Bacillus cereus
24.33,7.56,8.72,12.54,573.06,0.1,11.48,Alcaligenes eutrophus
27.1,6.99,13.29,7.38,647.91,1.67,18.09,Acinetobacter baumannii
26.37,7.21,6.94,6.48,540.36,0.16,10.62,Pseudomonas aeruginosa
22.77,6.89,10.26,3.8,281.0,2.39,18.94,Bacillus cereus
29.0,7.45,9.5,4.16,366.34,0.05,5.14,Alcaligenes eutrophus
24.82,7.19,11.81,3.05,540.74,4.12,5.69,Ideonella sakaiensis
23.42,7.58,7.78,6.73,329.29,2.38,5.28,Bacillus cereus
23.5,6.75,8.84,4.58,109.51,3.92,14.69,Pseudomonas putida
24.98,7.77,8.17,3.91,497.15,2.92,12.26,Bacillus cereus
23.1,7.43,13.11,4.03,339.2,4.17,0.83,Ideonella sakaiensis
27.99,7.76,7.49,7.99,358.7,1.65,11.6,Pseudomonas aeruginosa
26.33,7.14,7.71,7.55,517.24,0.09,16.53,Pseudomonas aeruginosa
21.2,7.74,10.1,7.69,179.04,2.27,7.84,Bacillus cereus
24.72,7.35,8.67,2.77,319.97,3.68,12.95,Pseudomonas putida
23.76,7.03,11.63,2.11,168.93,3.82,14.21,Pseudomonas putida
20.87,6.74,9.95,3.78,186.57,3.99,13.09,Pseudomonas putida
20.62,6.07,7.94,1.71,203.65,3.91,13.67,Pseudomonas putida
24.67,7.29,8.73,5.93,155.73,2.27,6.66,Bacillus cereus
21.83,7.26,11.54,4.23,413.92,4.15,5.66,Ideonella sakaiensis
29.9,8.9,9.52,12.86,112.97,0.37,13.69,Alcaligenes eutrophus
22.56,6.15,11.85,3.15,325.22,3.67,14.25,Pseudomonas putida
20.42,7.01,9.42,5.22,857.47,0.45,21.64,Acinetobacter baumannii
21.66,7.3,9.36,12.73,623.02,0.75,10.97,Alcaligenes eutrophus
24.64,7.39,8.1,1.57,270.0,3.76,14.24,Pseudomonas putida
20.13,7.95,6.9,5.17,393.12,2.48,21.02,Bacillus cereus
21.4,7.32,10.86,2.85,540.67,4.19,5.31,Ideonella sakaiensis
26.68,8.37,9.58,13.57,709.47,0.76,15.56,Pseudomonas aeruginosa
28.99,8.62,6.57,11.88,745.07,0.14,22.1,Pseudomonas aeruginosa
22.15,6.83,13.87,7.37,442.84,1.94,39.47,Acinetobacter baumannii
23.86,7.12,13.99,2.51,816.86,0.18,20.83,Acinetobacter baumannii
28.71,8.7,9.58,4.34,267.24,0.29,3.07,Alcaligenes eutrophus
25.29,7.34,9.05,11.6,739.91,1.93,24.49,Pseudomonas aeruginosa
23.87,8.98,7.87,1.7,125.69,0.54,2.72,Alcaligenes eutrophus
20.72,6.64,9.23,1.6,166.51,3.68,13.53,Pseudomonas putida
24.81,6.38,9.5,1.04,141.95,3.89,12.45,Pseudomonas putida
22.05,8.93,8.38,12.99,493.3,0.29,12.62,Alcaligenes eutrophus
23.03,7.83,5.66,9.47,468.32,0.18,6.98,Alcaligenes eutrophus
26.09,7.87,9.91,9.81,557.24,1.16,14.64,Pseudomonas aeruginosa
28.4,6.9,10.24,6.06,410.04,4.59,4.28,Ideonella sakaiensis
21.45,8.53,6.9,6.45,435.46,0.69,7.92,Alcaligenes eutrophus
20.25,7.47,10.38,8.88,281.73,4.1,1.17,Ideonella sakaiensis
21.06,7.12,10.87,9.85,393.09,2.26,23.12,Bacillus cereus
24.92,6.79,10.58,7.19,256.61,2.31,12.58,Bacillus cereus
26.57,7.45,11.48,5.64,543.83,1.44,23.54,Acinetobacter baumannii
20.3,6.69,10.19,3.76,524.12,4.57,2.32,Ideonella sakaiensis
22.43,7.24,11.58,2.09,954.54,1.82,17.65,Acinetobacter baumannii
28.36,8.64,5.28,10.75,141.32,0.24,10.81,Alcaligenes eutrophus
26.86,7.09,8.35,14.57,532.14,1.89,26.69,Pseudomonas aeruginosa
23.3,6.92,9.19,3.38,162.08,2.3,22.84,Bacillus cereus
20.12,6.94,9.55,6.38,345.8,4.28,17.5,Ideonella sakaiensis
21.47,7.31,9.9,5.31,379.36,4.74,5.04,Ideonella sakaiensis
23.15,7.45,10.17,2.93,270.37,3.5,14.47,Pseudomonas putida
26.02,7.41,9.89,7.49,706.35,0.35,28.89,Acinetobacter baumannii
20.22,6.94,8.4,3.62,272.71,3.55,12.0,Pseudomonas putida
28.69,8.93,8.39,7.37,781.2,1.61,26.14,Pseudomonas aeruginosa
21.5,6.77,6.49,3.99,187.17,2.72,21.46,Bacillus cereus
25.01,7.17,8.45,8.88,298.24,4.06,3.49,Ideonella sakaiensis
21.09,7.36,9.37,4.94,417.2,2.39,13.82,Bacillus cereus
26.69,7.44,13.81,7.67,676.57,1.94,22.47,Acinetobacter baumannii
21.01,6.88,8.83,3.87,347.35,2.01,6.13,Bacillus cereus
22.69,7.24,9.7,2.76,788.55,1.63,19.69,Acinetobacter baumannii
22.71,8.86,10.06,7.34,275.1,0.31,9.13,Alcaligenes eutrophus
26.93,6.87,13.62,7.28,859.12,2.49,31.44,Acinetobacter baumannii
27.52,8.53,11.59,13.9,520.35,0.79,14.55,Alcaligenes eutrophus
26.82,8.0,6.63,9.04,782.65,0.61,28.62,Pseudomonas aeruginosa
24.28,6.32,7.26,1.05,110.41,3.7,13.53,Pseudomonas putida
29.84,7.99,8.43,12.36,790.74,1.88,16.13,Pseudomonas aeruginosa
26.25,7.56,6.63,6.55,560.81,0.11,18.64,Pseudomonas aeruginosa
22.76,7.26,12.1,7.66,451.59,1.57,32.61,Acinetobacter baumannii
20.85,6.88,10.78,6.1,194.68,2.42,21.66,Bacillus cereus
24.97,7.32,9.33,7.57,742.4,0.55,16.32,Acinetobacter baumannii
20.64,6.85,7.02,3.82,496.7,2.17,10.27,Bacillus cereus
28.47,7.87,9.3,10.2,388.89,0.57,18.03,Pseudomonas aeruginosa
24.22,7.57,11.88,4.07,514.08,0.63,1.15,Alcaligenes eutrophus
24.04,7.09,8.07,9.78,304.5,2.92,5.3,Bacillus cereus
29.75,7.02,13.3,8.61,231.74,4.9,0.59,Ideonella sakaiensis
27.22,7.84,7.77,10.72,542.0,0.43,25.8,Pseudomonas aeruginosa
28.45,8.86,8.99,9.18,675.22,0.42,5.86,Alcaligenes eutrophus
24.39,7.45,8.03,4.59,164.38,2.33,17.68,Bacillus cereus
22.46,7.0,10.45,4.7,227.38,3.99,14.56,Pseudomonas putida
24.35,7.26,12.75,5.21,836.37,2.23,18.79,Acinetobacter baumannii
20.91,8.55,5.19,9.49,569.97,0.14,3.11,Alcaligenes eutrophus
27.07,7.32,6.74,10.14,391.62,1.92,29.53,Pseudomonas aeruginosa
21.23,7.43,6.61,8.64,267.35,2.85,5.25,Bacillus cereus
24.61,6.28,9.0,4.2,146.69,3.92,13.11,Pseudomonas putida
20.13,7.23,11.9,1.06,188.1,3.52,12.86,Pseudomonas putida
22.63,7.03,10.36,4.74,662.24,0.44,9.19,Alcaligenes eutrophus
21.34,7.33,13.86,5.94,587.76,1.11,31.44,Acinetobacter baumannii
22.86,6.15,8.78,1.06,230.91,3.69,13.98,Pseudomonas putida
25.46,7.35,7.84,10.63,750.25,1.95,25.95,Pseudomonas aeruginosa
21.64,6.14,9.89,2.71,239.75,3.83,12.86,Pseudomonas putida
25.04,6.7,8.44,8.14,320.98,4.89,13.9,Ideonella sakaiensis
22.58,6.77,8.42,2.11,289.12,3.69,13.37,Pseudomonas putida
29.41,7.36,9.39,14.73,588.83,1.57,21.53,Pseudomonas aeruginosa
25.07,6.6,10.63,3.98,355.13,4.72,3.72,Ideonella sakaiensis
28.73,8.73,6.64,10.68,376.21,0.68,16.25,Pseudomonas aeruginosa
26.15,8.43,6.48,14.06,384.98,1.25,25.28,Pseudomonas aeruginosa
22.81,6.56,11.57,7.11,633.78,0.03,32.08,Acinetobacter baumannii
28.82,7.53,9.29,4.66,399.07,0.75,29.49,Pseudomonas aeruginosa
20.53,7.7,10.91,3.65,160.44,2.78,17.11,Bacillus cereus
20.78,8.27,8.47,6.03,669.07,0.3,2.52,Alcaligenes eutrophus
23.09,6.14,7.96,4.12,255.75,3.68,12.38,Pseudomonas putida
24.75,7.27,6.93,6.93,422.0,0.64,2.95,Alcaligenes eutrophus
24.72,6.66,9.76,3.02,115.08,3.56,12.31,Pseudomonas putida
25.66,6.61,13.34,5.43,833.15,1.78,24.58,Acinetobacter baumannii
23.16,7.29,9.11,7.55,910.04,1.76,28.23,Acinetobacter baumannii
23.49,6.9,10.34,3.49,205.15,3.89,13.19,Pseudomonas putida
22.18,6.56,10.87,3.19,191.57,3.9,13.91,Pseudomonas putida
23.72,7.14,10.43,4.99,230.87,4.93,4.1,Ideonella sakaiensis
22.71,7.58,7.3,7.45,488.8,2.2,6.11,Bacillus cereus
29.99,8.39,6.14,14.33,491.82,1.06,24.45,Pseudomonas aeruginosa
26.21,6.92,13.53,7.24,403.39,1.87,28.22,Acinetobacter baumannii
21.72,6.25,10.42,3.38,359.9,3.59,14.05,Pseudomonas putida
22.94,8.82,6.27,2.41,552.9,0.94,8.9,Alcaligenes eutrophus
28.09,7.2,11.98,4.18,521.86,4.76,4.77,Ideonella sakaiensis
20.15,6.91,8.75,3.89,868.99,2.22,15.88,Acinetobacter baumannii
21.47,6.95,6.54,3.09,220.37,2.99,23.85,Bacillus cereus
28.75,6.58,8.84,3.49,550.87,4.47,14.71,Ideonella sakaiensis
22.7,7.36,8.44,1.63,113.91,3.93,12.51,Pseudomonas putida
28.06,8.2,9.11,8.07,454.81,0.66,14.75,Pseudomonas aeruginosa
24.74,7.68,9.74,2.88,136.52,0.63,7.0,Alcaligenes eutrophus
21.95,7.85,6.86,9.29,281.16,2.94,9.88,Bacillus cereus
21.3,7.2,9.95,4.68,935.46,2.31,37.77,Acinetobacter baumannii
21.26,7.15,13.35,8.44,483.14,4.24,15.7,Ideonella sakaiensis
28.86,8.6,8.71,4.27,144.6,0.89,9.4,Alcaligenes eutrophus
23.15,7.37,9.0,7.15,292.55,4.42,3.78,Ideonella sakaiensis
21.17,7.13,13.63,2.72,460.46,4.61,12.67,Ideonella sakaiensis
22.06,7.32,8.35,5.48,599.85,0.1,32.46,Acinetobacter baumannii
21.68,6.69,11.43,1.14,144.19,3.86,14.72,Pseudomonas putida
23.08,8.49,6.25,14.01,548.93,0.75,11.5,Alcaligenes eutrophus
28.97,8.57,6.1,13.64,779.63,1.42,29.37,Pseudomonas aeruginosa
24.04,7.36,11.49,3.34,786.32,0.94,35.43,Acinetobacter baumannii
22.01,6.62,8.77,1.59,313.94,3.76,13.24,Pseudomonas putida
21.78,8.66,5.84,7.24,532.31,0.49,3.8,Alcaligenes eutrophus
28.27,8.97,9.34,10.67,646.43,0.77,27.82,Pseudomonas aeruginosa
25.39,6.9,10.86,6.46,414.71,1.25,23.69,Acinetobacter baumannii
25.11,8.95,11.26,3.44,404.56,0.71,4.08,Alcaligenes eutrophus
22.28,6.97,7.81,3.88,300.41,3.65,13.23,Pseudomonas putida
20.66,7.96,8.99,4.93,508.88,0.68,0.37,Alcaligenes eutrophus
26.57,8.83,11.89,10.17,626.86,0.69,12.83,Alcaligenes eutrophus
20.34,7.08,9.99,3.91,182.32,2.73,13.58,Bacillus cereus
20.54,7.73,10.45,12.05,633.16,0.77,10.72,Alcaligenes eutrophus
27.5,6.89,8.57,2.91,309.49,4.17,10.21,Ideonella sakaiensis
26.8,6.94,12.26,7.84,229.19,4.57,1.83,Ideonella sakaiensis
24.88,6.63,6.96,9.24,289.84,2.9,9.79,Bacillus cereus
24.7,6.95,9.34,4.9,912.06,0.69,22.52,Acinetobacter baumannii
27.64,8.4,6.26,12.45,196.21,0.6,10.54,Alcaligenes eutrophus
25.29,7.26,11.5,4.59,272.25,0.16,6.67,Alcaligenes eutrophus
20.87,7.47,10.74,2.69,501.22,0.41,3.29,Alcaligenes eutrophus
21.32,8.27,5.46,6.43,168.96,0.58,2.78,Alcaligenes eutrophus
24.77,7.17,8.04,5.5,803.86,2.23,39.87,Acinetobacter baumannii
25.98,6.93,8.43,5.01,302.93,4.47,0.44,Ideonella sakaiensis
27.5,7.29,8.51,7.81,456.06,0.42,23.31,Pseudomonas aeruginosa
21.79,6.54,13.27,5.41,792.65,2.16,27.1,Acinetobacter baumannii
23.08,7.38,12.01,7.65,219.02,4.97,1.02,Ideonella sakaiensis
26.23,7.03,9.08,3.09,499.94,4.15,11.0,Ideonella sakaiensis
24.08,7.9,7.75,4.74,442.62,2.01,16.58,Bacillus cereus
23.35,6.56,8.41,8.26,368.68,2.7,15.35,Bacillus cereus
28.4,7.39,12.65,8.06,268.12,4.57,3.17,Ideonella sakaiensis
27.59,6.78,11.69,6.93,769.62,0.48,25.57,Acinetobacter baumannii
22.3,6.74,9.74,1.34,244.46,3.59,12.05,Pseudomonas putida
22.21,7.15,10.33,7.77,477.53,0.09,29.72,Acinetobacter baumannii
21.97,6.56,7.89,1.9,366.47,3.99,13.0,Pseudomonas putida
25.23,7.5,7.23,7.61,674.58,1.11,24.63,Pseudomonas aeruginosa
24.31,7.88,6.18,5.88,379.55,2.28,11.38,Bacillus cereus
22.09,6.94,10.29,2.74,163.57,3.55,13.62,Pseudomonas putida
25.37,7.34,8.04,12.46,463.13,1.68,18.32,Pseudomonas aeruginosa
29.0,8.28,6.96,6.38,519.21,1.74,11.77,Pseudomonas aeruginosa
21.11,7.48,11.07,4.49,163.66,3.9,13.48,Pseudomonas putida
28.32,6.76,12.5,6.97,438.4,4.97,4.16,Ideonella sakaiensis
28.38,8.1,7.09,10.06,333.73,1.7,20.49,Pseudomonas aeruginosa
24.33,6.33,7.42,1.07,157.26,3.89,14.19,Pseudomonas putida
27.0,6.97,10.84,3.75,241.55,4.52,5.49,Ideonella sakaiensis
22.1,6.59,7.77,6.98,277.35,2.48,20.29,Bacillus cereus
20.77,8.95,5.38,12.52,294.41,0.3,13.48,Alcaligenes eutrophus
24.44,6.91,9.66,5.11,785.06,1.05,34.34,Acinetobacter baumannii
20.82,6.82,10.26,9.7,248.33,4.46,18.17,Ideonella sakaiensis
26.35,7.46,8.33,7.23,609.93,1.47,20.51,Acinetobacter baumannii
27.67,6.54,10.08,2.38,480.4,1.38,21.63,Acinetobacter baumannii
29.68,6.74,12.29,3.03,563.19,4.83,15.63,Ideonella sakaiensis
23.03,6.46,8.27,1.82,143.18,3.84,14.81,Pseudomonas putida
29.75,8.48,5.88,9.27,617.74,0.49,20.67,Pseudomonas aeruginosa
27.71,6.72,9.19,2.58,597.97,4.58,15.54,Ideonella sakaiensis
22.06,7.46,7.47,3.93,251.48,2.11,12.45,Bacillus cereus
23.31,7.68,7.43,7.92,399.45,2.6,5.83,Bacillus cereus
22.0,7.12,13.21,2.81,407.62,4.55,0.03,Ideonella sakaiensis
23.74,6.16,10.22,2.92,199.73,3.96,12.15,Pseudomonas putida
24.35,7.13,11.8,2.76,515.68,0.84,27.61,Acinetobacter baumannii
29.89,8.42,5.65,8.7,658.64,1.02,21.41,Pseudomonas aeruginosa
27.74,8.21,8.56,4.86,510.77,1.4,14.04,Pseudomonas aeruginosa
24.18,6.59,6.09,4.54,296.56,2.22,23.79,Bacillus cereus
25.94,6.51,10.27,4.96,800.02,0.66,25.28,Acinetobacter baumannii
26.19,8.65,5.02,5.32,788.48,1.5,15.1,Pseudomonas aeruginosa
21.4,7.01,9.14,6.35,434.6,4.33,4.89,Ideonella sakaiensis
22.0,8.8,11.42,5.75,115.31,0.93,6.78,Alcaligenes eutrophus
25.01,6.53,8.65,8.89,582.68,4.2,15.18,Ideonella sakaiensis
27.66,7.06,12.2,4.18,935.98,0.51,36.64,Acinetobacter baumannii
21.18,7.59,10.88,4.76,464.71,2.79,17.51,Bacillus cereus
24.28,7.45,9.72,4.24,228.36,3.77,12.24,Pseudomonas putida
23.69,8.39,8.74,1.5,264.54,0.33,0.88,Alcaligenes eutrophus
27.67,7.05,10.35,5.91,172.91,0.79,3.97,Alcaligenes eutrophus
26.74,6.92,10.91,3.82,586.61,4.2,7.01,Ideonella sakaiensis
24.03,7.11,12.85,6.97,697.41,0.03,19.09,Acinetobacter baumannii
21.9,7.26,7.0,2.65,189.53,3.75,14.93,Pseudomonas putida
28.05,7.34,10.3,9.26,346.97,4.31,19.02,Ideonella sakaiensis
29.9,8.21,7.92,12.53,356.32,0.97,11.4,Alcaligenes eutrophus
24.22,8.45,6.91,5.83,321.65,0.53,6.16,Alcaligenes eutrophus
22.43,7.16,7.8,1.96,221.34,3.64,13.79,Pseudomonas putida
23.58,7.02,11.31,7.75,911.88,1.34,17.04,Acinetobacter baumannii
22.47,7.49,10.07,4.1,372.29,4.32,17.73,Ideonella sakaiensis
28.69,8.64,8.23,14.45,637.48,1.32,25.74,Pseudomonas aeruginosa
28.17,7.67,11.59,2.43,427.16,0.22,0.97,Alcaligenes eutrophus
26.8,8.01,7.65,11.61,429.62,0.85,18.89,Pseudomonas aeruginosa
25.65,7.54,7.7,4.8,654.34,0.93,15.42,Pseudomonas aeruginosa
28.37,7.46,8.72,2.14,592.03,4.4,6.18,Ideonella sakaiensis
24.61,7.62,11.58,14.63,380.2,0.14,11.84,Alcaligenes eutrophus
24.22,7.07,7.86,2.72,280.8,3.86,13.1,Pseudomonas putida
22.73,7.43,9.37,5.09,466.48,2.26,5.74,Bacillus cereus
21.76,7.27,9.7,9.84,310.29,0.9,9.66,Alcaligenes eutrophus
27.08,6.67,8.04,4.89,349.6,4.35,18.94,Ideonella sakaiensis
24.35,7.16,13.67,5.75,489.81,0.1,19.71,Acinetobacter baumannii
21.92,7.39,9.63,7.55,460.37,1.36,36.81,Acinetobacter baumannii
24.36,6.58,6.35,4.78,450.78,2.17,14.62,Bacillus cereus
21.1,8.92,11.85,14.38,302.62,0.99,10.16,Alcaligenes eutrophus
24.64,7.4,6.48,8.06,290.6,2.99,16.11,Bacillus cereus
22.95,6.8,8.52,4.75,607.32,0.28,26.52,Acinetobacter baumannii
22.64,7.03,11.5,1.51,151.02,3.56,14.42,Pseudomonas putida
26.12,8.89,9.67,9.2,685.4,0.34,1.03,Alcaligenes eutrophus
29.22,7.26,8.83,4.85,732.53,0.47,28.6,Pseudomonas aeruginosa
22.4,6.7,10.86,4.18,305.76,4.69,14.32,Ideonella sakaiensis
26.93,6.59,11.83,7.44,843.42,1.94,31.15,Acinetobacter baumannii
20.33,7.22,8.91,2.31,539.19,4.32,9.99,Ideonella sakaiensis
26.41,8.5,9.01,5.13,326.45,0.07,24.51,Pseudomonas aeruginosa
20.99,6.5,7.29,3.15,244.02,3.96,12.05,Pseudomonas putida
28.3,7.02,6.67,9.66,735.69,1.66,13.73,Pseudomonas aeruginosa
21.83,8.6,7.66,8.1,616.33,0.79,9.64,Alcaligenes eutrophus
28.31,6.75,9.61,8.93,417.5,4.01,5.66,Ideonella sakaiensis
23.37,6.56,10.02,6.96,471.29,4.7,18.9,Ideonella sakaiensis
21.12,6.59,8.08,1.08,318.57,3.68,13.88,Pseudomonas putida
20.42,6.73,7.55,1.86,136.95,3.64,13.66,Pseudomonas putida
24.5,7.42,8.7,4.7,339.36,2.04,21.57,Bacillus cereus
24.19,6.67,10.84,2.38,391.74,3.68,12.01,Pseudomonas putida
24.17,7.17,11.62,3.23,354.82,3.81,14.43,Pseudomonas putida
29.08,7.86,5.36,7.64,657.65,0.78,28.46,Pseudomonas aeruginosa
26.52,7.38,8.05,9.02,657.55,1.44,25.19,Pseudomonas aeruginosa
20.6,7.01,8.22,1.25,318.91,3.66,14.68,Pseudomonas putida
27.19,8.26,8.9,10.59,161.11,0.94,12.81,Alcaligenes eutrophus
24.7,6.78,6.21,6.59,423.36,2.13,18.09,Bacillus cereus
24.8,8.24,8.91,8.91,257.86,0.2,8.16,Alcaligenes eutrophus
21.54,7.37,7.22,1.14,282.89,3.65,14.53,Pseudomonas putida
28.23,8.26,8.99,11.11,352.41,0.07,14.99,Alcaligenes eutrophus
25.92,7.42,13.63,9.84,386.65,4.95,9.68,Ideonella sakaiensis
28.35,7.66,7.91,11.45,345.72,0.5,17.91,Pseudomonas aeruginosa
22.01,6.3,9.32,2.59,326.63,3.56,12.17,Pseudomonas putida
25.17,7.68,9.54,6.7,356.97,1.86,21.25,Pseudomonas aeruginosa
25.97,6.89,13.79,2.65,344.17,4.86,8.04,Ideonella sakaiensis
22.48,6.66,9.84,4.4,374.21,3.51,12.0,Pseudomonas putida
21.76,7.12,12.82,7.05,689.84,0.46,31.31,Acinetobacter baumannii
21.01,7.06,7.02,3.11,483.45,2.55,6.06,Bacillus cereus
27.8,7.84,11.36,6.64,426.37,0.51,1.7,Alcaligenes eutrophus
23.54,6.87,13.68,4.92,283.18,4.98,0.57,Ideonella sakaiensis
27.28,7.65,8.05,4.73,482.44,0.73,10.85,Pseudomonas aeruginosa
21.45,7.99,8.47,3.53,210.57,2.01,20.69,Bacillus cereus
26.85,6.6,10.16,3.92,452.27,4.92,10.69,Ideonella sakaiensis
29.68,8.98,8.6,4.98,648.29,1.06,20.17,Pseudomonas aeruginosa
26.24,7.85,7.62,5.28,456.99,0.3,14.95,Pseudomonas aeruginosa
27.82,7.77,6.75,10.19,785.53,0.42,28.28,Pseudomonas aeruginosa
28.44,7.26,9.62,4.89,492.69,1.35,10.68,Pseudomonas aeruginosa
22.56,7.45,9.32,6.65,937.38,1.4,19.57,Acinetobacter baumannii
25.26,6.86,13.72,7.76,841.56,0.01,30.82,Acinetobacter baumannii
26.14,8.87,6.08,6.56,538.11,0.85,19.35,Pseudomonas aeruginosa
22.06,6.25,11.66,2.72,163.46,3.52,14.83,Pseudomonas putida
24.54,6.24,8.04,3.17,153.63,3.64,13.44,Pseudomonas putida
28.81,8.17,5.09,10.16,753.02,0.04,23.15,Pseudomonas aeruginosa
24.55,6.55,10.55,2.42,605.53,2.25,39.5,Acinetobacter baumannii
22.49,7.86,8.94,8.03,319.68,2.45,9.52,Bacillus cereus
22.99,7.72,6.08,5.84,328.97,2.28,9.65,Bacillus cereus
23.32,6.1,10.88,2.15,224.04,3.68,14.68,Pseudomonas putida
22.0,6.34,10.46,2.92,236.17,3.57,12.06,Pseudomonas putida
26.13,7.96,8.53,13.6,783.03,0.9,16.89,Pseudomonas aeruginosa
28.75,8.64,6.53,5.94,691.92,0.28,7.17,Alcaligenes eutrophus
27.28,7.81,6.32,9.72,440.63,1.71,21.61,Pseudomonas aeruginosa
24.46,6.64,8.86,3.88,255.55,2.18,24.1,Bacillus cereus
26.08,6.93,11.49,5.34,458.26,1.49,19.02,Acinetobacter baumannii
25.79,8.22,8.81,7.46,365.37,1.13,29.74,Pseudomonas aeruginosa
29.35,7.1,6.68,5.61,283.21,0.61,8.64,Alcaligenes eutrophus
24.91,6.92,12.08,9.38,559.17,4.74,1.56,Ideonella sakaiensis
22.59,7.96,10.15,3.95,293.53,2.18,17.9,Bacillus cereus
20.92,6.93,9.26,1.08,120.38,3.59,13.16,Pseudomonas putida
21.24,6.53,7.68,1.86,184.64,3.96,13.94,Pseudomonas putida
29.38,7.06,12.38,6.82,387.19,4.93,7.78,Ideonella sakaiensis
23.25,6.92,11.38,7.08,830.81,0.08,31.07,Acinetobacter baumannii
24.84,7.94,7.96,11.86,403.33,0.71,13.11,Alcaligenes eutrophus
25.78,6.97,8.92,9.13,236.78,4.19,7.83,Ideonella sakaiensis
24.79,8.17,9.18,1.59,694.84,0.12,5.87,Alcaligenes eutrophus
